Investigation,,,,,,
 Item ID , Item Name ,  OP , Day Care , Economy , Double ," Single/
ICU "
920,MRI CSF Flow Study (NPH),9000,9000,9000,9000,9000
921,MRI C-Spine Plain,8000,8000,8000,8000,8000
922,MRI CV Junction,8000,8000,8000,8000,8000
923,MRI DL Spine (Plain),8000,8000,8000,8000,8000
924,MRI Dorsal Spine,8000,8000,8000,8000,8000
925,MRI dynamic Pituitary - Plain,8000,8000,8000,8000,8000
926,MRI Elbow,8000,8000,8000,8000,8000
927,MRI Elbow - Left,8000,,,,
928,MRI Elbow - Right,8000,,,,
929,MRI Enteroclysis/Enterography,10000,10000,10000,10000,10000
930,MRI Extremity (Non Joint) - Left,8000,8000,8000,8000,8000
931,MRI Face,8000,8000,8000,8000,8000
932,MRI Face and Neck-Plain,9000,9000,9000,9000,9000
933,MRI Foot,8000,8000,8000,8000,8000
934,MRI Forearm - Left,8000,8000,8000,8000,8000
935,MRI Forearm - Right,8000,,,,
936,MRI Functional (One Area),6000,6000,6000,6000,6000
937,MRI Functional (Three Areas),10000,10000,10000,10000,10000
938,MRI Functional (Two Areas),8000,8000,8000,8000,8000
939,MRI Inner Ear - Plain,8000,8000,8000,8000,8000
940,MRI Knee with Cartilage Imaging,12000,12000,12000,12000,12000
941,MRI Left Arm - Plain,8000,8000,8000,8000,8000
942,MRI Left Femur / Thigh (P),8000,8000,8000,8000,8000
943,MRI Left Hand,8000,8000,8000,8000,8000
944,MRI Left Knee,8000,8000,8000,8000,8000
945,MRI Leg- Left,8000,8000,8000,8000,8000
946,MRI Leg- Right,8000,8000,8000,8000,8000
947,MRI Lower Abdomen,8000,,,,
948,MRI LS + Neurography,12000,,,,
949,MRI LS Spine (Plain),8000,8000,8000,8000,8000
950,MRI Multi-Parametric MRI Brain - With Contrast,12000,12000,12000,12000,12000
951,MRI Multi-Parametric MRI of Prostate - With Contrast,10000,10000,10000,10000,10000
952,MRI Multiparametric of Prostate,10000,10000,10000,10000,10000
953,MRI Neck - Plain,8000,8000,8000,8000,8000
954,MRI Of Fetal,15000,,,,
955,MRI Orbit,8000,,,,
956,MRI Paranasal Sinuses,8000,8000,8000,8000,8000
957,MRI Pelvis,8000,8000,8000,8000,8000
958,MRI peripheral angiography - plain,12000,,,,
959,MRI Pituitary Dynamic,8000,8000,8000,8000,8000
960,MRI Renal Angiography,8000,,,,
961,MRI Right Arm - Plain,8000,,,,
962,MRI Right Femur / Thigh (P),8000,,,,
963,MRI Right Hand,8000,8000,8000,8000,8000
964,MRI Right Knee,8000,8000,8000,8000,8000
965,MRI Sacroiliac Joints,8000,8000,8000,8000,8000
966,MRI Screening - Double Part,8000,8000,8000,8000,8000
967,MRI Screening - Single Part,4000,4000,4000,4000,4000
968,MRI Scrotum,8000,8000,8000,8000,8000
969,MRI Sedation Charges,1600,1600,1600,1600,1600
970,MRI Shoulder Plain  - Right,8000,8000,8000,8000,8000
971,MRI Shoulder Plain - Left,8000,8000,8000,8000,8000
972,MRI Single Ankle Joint (Left) - Plain,8000,8000,8000,8000,8000
973,MRI Single Ankle Joint (Right) - Plain,8000,8000,8000,8000,8000
974,MRI Spectroscopy- Plain,8000,8000,8000,8000,8000
975,MRI Spine Cervical,8000,8000,8000,8000,8000
976,MRI Spine Dorsal,8000,8000,8000,8000,8000
977,MRI Sterno-clavicular joints,8000,8000,8000,8000,8000
978,MRI Sternum,8000,8000,8000,8000,8000
979,MRI TM Joint - Both,12000,,,,
980,MRI TM joint - Left,8000,,,,
981,MRI TM Joint - Right,8000,,,,
982,MRI Triple Phase Study - With Contrast,10000,10000,10000,10000,10000
983,MRI Upper Abdomen,8000,,,,
984,MRI Venogram,8000,,,,
985,MRI Whole Abdomen,14000,14000,14000,14000,14000
986,MRI Whole Spine,20000,12000,12000,12000,12000
987,MRI Whole Spine Screening Degenerative,12000,12000,12000,12000,12000
988,MRI Whole Spine Screening Metastatic,12000,12000,12000,12000,12000
989,MRI Wrist Plain - Left,8000,8000,8000,8000,8000
990,MRI Wrist Plain - Right,8000,8000,8000,8000,8000
991,Barium Swallow Xray,2000,,,,
992,Barium UGIT,2500,,,,
993,Cologram with Barium,2500,,,,
994,Hysterosalpingography - HSG,2500,,,,
995,MCU,2500,,,,
996,RGU,2500,,,,
997,RGU & MCU,3500,,,,
998,X- Ray IVP,2500,2500,2500,2500,2500
999,X-Ray Barium Enema,3500,,,,
1000,X-Ray Loopogram,3000,3000,3000,3000,3000
1001,X-Ray-Barium Meal Follow Through,3000,,,,
1002,Fetal Echo,3500,3500,3500,3500,3500
1003,Image guided PTBD,25000,,,,
1004,Internventional USG Guided ascitic Tapping- Diagnostic,3500,,,,
1005,Internventional USG Guided ascitic Tapping- Therapeutic,4500,,,,
1006,Internventional USG Guided Pleural Tapping- Diagnostic,3500,3500,3500,3500,3500
1007,Internventional USG Guided Pleural Tapping- Therapeutic,4500,4500,4500,4500,4500
1008,Intervention USG guided FNAC,2550,2550,2550,2550,2550
1009,Intervention- USG Guided Pigtail Catheter Insertion,6500,6500,6500,6500,6500
1010,US Breast Wire Localisation Procedure,3500,3500,3500,3500,3500
1011,USG Guided Trus Biopsy with Gun,13500,3500,3500,3500,3500
1012,USG 3D Charges,1000,1000,1000,1000,1000
1013,USG 7 Joints (Rheumatology),3200,3200,3200,3200,3200
1014,USG Abdomen With Abdominal Doppler ( Spleno Portal Axis ),3000,,,,
1015,USG Abdominal Doppler (Porto Caval),2500,2500,2500,2500,2500
1016,USG Any joint - Shoulder / knee / hip,1500,1500,1500,1500,1500
1017,USG B/L Lower Limb Venous Doppler,4000,,,,
1018,USG B/L Upper Limb Venous Doppler,4000,4000,4000,4000,4000
1019,USG Bilateral Femoral Artery Doppler,2500,,,,
1020,USG Bilateral Femoral Veins Doppler,2500,,,,
1021,USG Bilateral Limb Arterial & Venous Doppler,8000,8000,8000,8000,8000
1022,USG Bilateral Limb Arterial Doppler,4000,4000,4000,4000,4000
1023,USG Bilateral Varicose Vein Venous Doppler,4000,4000,4000,4000,4000
1024,USG Bilateral Venous Doppler for DVT,3000,3000,3000,3000,3000
1025,USG Biophysical Profile,2500,2500,2500,2500,2500
1026,USG Biophysical Profile (Twins),4000,4000,4000,4000,4000
1027,USG Both Limb Arterial Dopple,4000,4000,4000,4000,4000
1028,USG Breast Dopple,2000,2000,2000,2000,2000
1029,USG Breasts,1500,1500,1500,1500,1500
1030,USG Carotid Doppler,2500,2500,2500,2500,2500
1031,USG Chest,1200,1200,1200,1200,1200
1032,USG Doppler Abdominal Arteries,2500,2500,2500,2500,2500
1033,USG Doppler Complete Growth Scan including BPP,3000,3000,3000,3000,3000
1034,USG Doppler Cranium/Skull Neonatal,1500,1500,1500,1500,1500
1035,USG Doppler Evaluation of AV fistulas,2500,2500,2500,2500,2500
1036,USG Doppler for AV fistula - Left,2500,2500,2500,2500,2500
1037,USG Doppler Miscellaneous,2500,2500,2500,2500,2500
1038,USG Doppler Neck vessles,2500,2500,2500,2500,2500
1039,USG Doppler Small Parts,1500,1500,1500,1500,1500
1040,USG Doppler Superficial Temporal Artery,1500,1500,1500,1500,1500
1041,USG Elastography Breast,3000,3000,3000,3000,3000
1042,USG Elastography Liver,3000,3000,3000,3000,3000
1043,USG Elastography Prostate,3000,3000,3000,3000,3000
1044,USG Elastography Thyroid,3000,3000,3000,3000,3000
1045,USG Eye,1200,1200,1200,1200,1200
1046,USG FHR/AFI,500,500,500,500,500
1047,USG Follicular Study,2500,2500,2500,2500,2500
1048,USG Follicular Study (Single Sitting),500,500,500,500,500
1049,USG for Anomalies Scan,2000,,,,
1050,USG for Liquor Amnii Assessment +Doppler Scan,1280,1280,1280,1280,1280
1051,USG Groin Vessels Doppler - Left,1250,1250,1250,1250,1250
1052,USG Groin Vessels Doppler - Right,1250,1250,1250,1250,1250
1053,USG Guidance for Long Procedure,4000,4000,4000,4000,4000
1054,USG guidance for procedure,2500,2500,2500,2500,2500
1055,USG Guided Biopsy & Aspiration Taping,3500,3500,3500,3500,3500
1056,Usg guided central line / arterial/venous line insertion,4500,,,,
1057,USG Guided Diagnostic Tap,3500,3500,3500,3500,3500
1058,USG Guided Intussception Reduction,3500,3500,3500,3500,3500
1059,USG Guided MTP/USG Guided in OT,3000,3000,3000,3000,3000
1060,USG Guided Prostate Biopsy,3500,3500,3500,3500,3500
1061,USG Joint,1500,1500,1500,1500,1500
1062,USG KUB,1200,1200,1200,1200,1200
1063,USG KUB & PVR,1400,,,,
1064,USG L/L Varicose  Vein Venous Doppler- Left,2500,2500,2500,2500,2500
1065,USG L/L Varicose  Vein Venous Doppler- Right,2500,2500,2500,2500,2500
1066,USG Lower Abdomen,1200,1200,1200,1200,1200
1067,USG Lower Limb Arterial Doppler - Left,2500,,,,
1068,USG Lower Limb Arterial Doppler - Right,2500,,,,
1069,USG Lower Limb Venous Doppler - Left,2500,,,,
1070,USG Lower Limb Venous Doppler - Right,2500,,,,
1071,USG Orbit,1200,1200,1200,1200,1200
1072,USG Pediatric Hip (DDH),1500,1500,1500,1500,1500
1073,USG Pelvic Doppler,2500,2500,2500,2500,2500
1074,USG Pelvic Doppler Arteries & Veins,2500,2500,2500,2500,2500
1075,USG Pelvic Doppler with 3D/4D,2500,2500,2500,2500,2500
1076,USG Pelvis,1200,1200,1200,1200,1200
1077,USG Penile Doppler,3500,3500,3500,3500,3500
1078,USG Portable Charges,700,700,700,700,700
1079,USG Portal Vein (PV) Doppler,2500,,,,
1080,USG Post arthroplasty,1500,1500,1500,1500,1500
1081,USG Pre Transplant Iliac Doppler,2500,2500,2500,2500,2500
1082,USG Pregnancy,1500,1500,1500,1500,1500
1083,USG Pregnancy AVI / Scar Thickness,1000,1000,1000,1000,1000
1084,USG Pregnancy Dating Scan (TVS),1500,1500,1500,1500,1500
1085,USG Pregnancy Doppler,2500,2500,2500,2500,2500
1086,Usg pregnancy doppler (triplet),6000,,,,
1087,USG Pregnancy Doppler (Twins),4000,4000,4000,4000,4000
1088,USG Pregnancy Growth  Scan,3000,3000,3000,3000,3000
1089,USG Pregnancy Level I,2500,2500,2500,2500,2500
1090,USG Pregnancy Level I (Twins),4000,4000,4000,4000,4000
1091,USG Pregnancy Level II,3000,3000,3000,3000,3000
1092,USG Pregnancy Level II (Twins),4500,4500,4500,4500,4500
1093,USG Prostate / TRUS,2000,2000,2000,2000,2000
1094,USG PVR (Post Void Residual),410,,,,
1095,USG Renal Doppler,2500,2500,2500,2500,2500
1096,USG S.I. Joints and Lower Limb Joints,1500,1500,1500,1500,1500
1097,USG Screening Without Film,800,800,800,800,800
1098,USG Scrotal Doppler,2000,2000,2000,2000,2000
1099,USG Scrotum,1200,1200,1200,1200,1200
1100,USG Skin Marking of Lesion,1000,1000,1000,1000,1000
1101,USG Small Part (Thyroid/ Neck/ Lymphnode/Orbit/ So,1200,1200,1200,1200,1200
1102,USG Spine and Para-spinal Region,1500,1500,1500,1500,1500
1103,USG Sternum and upper limb joints (Any),1500,1500,1500,1500,1500
1104,USG Thyroid,1200,1200,1200,1200,1200
1105,USG Transcranial Doppler,2000,2000,2000,2000,2000
1106,USG Transperineal,1500,1500,1500,1500,1500
1107,USG Transvaginal (TVS),1500,1500,1500,1500,1500
1108,USG Triplet Pregnancy,4000,4000,4000,4000,4000
1109,USG Twin Pregnancy,2800,2800,2800,2800,2800
1110,USG U/ Limb Arterial Doppler-Left,2500,2500,2500,2500,2500
1111,USG U/ Limb Arterial Doppler-Right,2500,2500,2500,2500,2500
1112,USG U/L Arterial Venous Dopplr-Left,4000,4000,4000,4000,4000
1113,USG U/L Arterial Venous Dopplr-Right,4000,4000,4000,4000,4000
1114,USG U/L Venous Doppler for DVT- Right,2500,2500,2500,2500,2500
1115,USG U/Limb Varicose Venous Doppler- Right,1450,1450,1450,1450,1450
1116,USG U/Limb Varicose Venous Doppler-Left,1450,1450,1450,1450,1450
1117,USG U/Limb Venous Doppler for DVT-Left,2500,2500,2500,2500,2500
1118,USG Upper Abdomen,1200,1200,1200,1200,1200
1119,USG Upper Limb Venous Doppler - Left,2500,2500,2500,2500,2500
1120,USG Upper Limb Venous Doppler - Right,2500,2500,2500,2500,2500
1121,USG Whole Abdomen,1500,1500,1500,1500,1500
1122,USG Whole Abdomen With TVS,2500,2500,2500,2500,2500
1123,OPG -X RAY ( Orthopantomogram ),800,,,,
1124,X -ray chest fluoroscopy,500,,,,
1125,X ray Knee AP / Lat - Left,500,500,500,500,500
1126,X Ray T L Spine,1000,,,,
1127,X- Ray Whole Spine/Whole Limb,2100,2100,2100,2100,2100
1128,X-ray (any Portable single exposure),250,250,250,250,250
1129,X-Ray Abdomen - AP,250,,,,
1130,X-ray Abdomen - Erect,250,250,250,250,250
1131,X-Ray Abdomen - Erect & Supine,500,500,500,500,500
1132,X-ray Abdomen - Supine,250,250,250,250,250
1133,X-Ray Abdomen Supine (Portable),250,250,250,250,250
1134,X-ray Ankle (Any Joint-AP & Lateral) Left,500,500,500,500,500
1135,X-ray Ankle (Any Joint-AP & Lateral) Right,500,500,500,500,500
1136,X-ray Ankle (Both Joints - AP & Lateral),900,900,900,900,900
1137,X-ray Ankle (Both Joints - AP only),500,500,500,500,500
1138,X-ray Ankle (Both Joints Lateral only),500,500,500,500,500
1139,X-ray Ankle AP-Left,250,250,250,250,250
1140,X-ray Ankle AP-Right,250,250,250,250,250
1141,X-ray Ankle Lateral- Right,250,250,250,250,250
1142,X-ray Ankle Lateral-Left,250,250,250,250,250
1143,X-Ray Any Site One View,250,250,250,250,250
1144,X-Ray Any Site Two Views,500,500,500,500,500
1145,X-Ray Apicogram,250,250,250,250,250
1146,X-Ray Below Knee(Left) AP-Lat,500,500,500,500,500
1147,X-Ray Below Knee(Right) AP-Lat,500,500,500,500,500
1148,X-ray Both Forearm-AP,500,500,500,500,500
1149,X-ray Both Forearm-AP & Lateral,900,900,900,900,900
1150,X-ray Both Forearm-Lateral,500,500,500,500,500
1151,X-RAY BOTH HAND OBLIQUE,500,500,500,500,500
1152,X-ray Both Heel-Axial,500,500,500,500,500
1153,X-ray Both Heel-Lateral,500,500,500,500,500
1154,X-ray Both Knee - AP (Standing),500,500,500,500,500
1155,X-Ray Both Knee (Both Joints - AP and Lateral),1000,1000,1000,1000,1000
1156,X-ray Both Legs-AP,500,500,500,500,500
1157,X-ray Both Legs-AP & Lateral,900,900,900,900,900
1158,X-ray Both Legs-Lateral,500,500,500,500,500
1159,X-ray Both Orbit-AP,250,250,250,250,250
1160,X-ray Both Orbit-AP & Lateral,500,500,500,500,500
1161,X-ray Both Shoulder-AP  Lateral & Axial,1150,1150,1150,1150,1150
1162,X-ray Both Shoulder-AP & Axial,900,900,900,900,900
1163,X-ray Both Shoulder-Axial,250,250,250,250,250
1164,X-Ray Both SI Joints - AP / PA,250,250,250,250,250
1165,X-Ray Both SI Joints - Oblique,250,250,250,250,250
1166,X-ray Both Wrist AP/Lat,900,900,900,900,900
1167,X-ray Both Wrist-AP  Lateral & Oblique,1150,1150,1150,1150,1150
1168,X-ray Both Wrist-AP & Oblique,900,900,900,900,900
1169,X-Ray Calcaneus (Left) - Lateral,250,,,,
1170,X-Ray Calcaneus (Left) - Oblique,250,250,250,250,250
1171,X-Ray Calcaneus (Left)- AP/Lateral and Axial,500,500,500,500,500
1172,X-Ray Calcaneus (Right) - Lateral,250,,,,
1173,X-Ray Calcaneus (Right) - Oblique,250,250,250,250,250
1174,X-Ray Calcaneus (Right)- AP/Lateral and Axial,500,500,500,500,500
1175,X-ray Cervical Spine - Lateral,250,250,250,250,250
1176,X-ray Chest (for visa only),250,250,250,250,250
1177,X-Ray Chest PA/AP View,250,250,250,250,250
1178,X-ray Chest-Decubitus Left,250,250,250,250,250
1179,X-ray Chest-Decubitus Right,250,250,250,250,250
1180,X-ray Chest-Left  Anterior Oblique,250,250,250,250,250
1181,X-ray Chest-Left  Posterior Oblique,250,250,250,250,250
1182,X-ray Chest-Left Lateral,250,250,250,250,250
1183,X-ray Chest-Right Anterior Oblique,250,250,250,250,250
1184,X-ray Chest-Right Lateral,250,250,250,250,250
1185,X-ray Chest-Right Posterior Oblique,250,250,250,250,250
1186,X-ray Clavicle (Both Joints - AP only),500,500,500,500,500
1187,X-RAY CLAVICLE AP - Left,500,500,500,500,500
1188,X-Ray Clavicle AP/Oblique - Left,500,,,,
1189,X-Ray Clavicle AP/Oblique - Right,500,500,500,500,500
1190,X-RAY CLAVICLE AP-Right,500,500,500,500,500
1191,X-ray CV Junction-AP,250,250,250,250,250
1192,X-ray CV Junction-AP & Lateral,500,500,500,500,500
1193,X-ray CV Junction-Lateral,250,250,250,250,250
1194,X-Ray Cystogram,3000,3000,3000,3000,3000
1195,X-Ray D.L Spine,1000,,,,
1196,X-Ray dorsal spine AP & lateral view,500,500,500,500,500
1197,X-ray Dorsal Spine-Swimmers View,250,250,250,250,250
1198,X-ray Elbow (Both Joints - AP only),500,500,500,500,500
1199,X-ray Elbow (Both Joints Lateral only),500,500,500,500,500
1200,X-ray Elbow (Both Joints-AP & Lateral),900,900,900,900,900
1201,X-ray Elbow Joint-AP & Lateral-Left,500,500,500,500,500
1202,X-ray Elbow Joint-AP & Lateral-Right,500,500,500,500,500
1203,X-ray Elbow:Any Joint-AP Only-Left,250,250,250,250,250
1204,X-ray Elbow:Any Joint-AP Only-Right,250,250,250,250,250
1205,X-ray Elbow:Any Joint-Lateral-Left,250,250,250,250,250
1206,X-ray Elbow:Any Joint-Lateral-Right,250,250,250,250,250
1207,X-ray Femur/Thigh (AP Only) Right,250,250,250,250,250
1208,X-ray Femur/Thigh AP & Lateral-Left,500,500,500,500,500
1209,X-ray Femur/Thigh AP & Lateral-Right,500,500,500,500,500
1210,X-ray Femur/Thigh(AP Only)-Left,250,250,250,250,250
1211,X-ray Finger-AP,250,250,250,250,250
1212,X-ray Finger-AP and Lateral,500,500,500,500,500
1213,X-ray Finger-Lateral,250,250,250,250,250
1214,X-Ray Fluroscopy,500,,,,
1215,X-ray Foot (Any Joint-AP & Lat) Right,500,500,500,500,500
1216,X-ray Foot (Any Joint-AP Only) Right,250,250,250,250,250
1217,X-ray Foot (Both Joints - AP & Lateral),900,900,900,900,900
1218,X-ray Foot (Both Joints - AP only),500,500,500,500,500
1219,X-ray Foot (Both Joints Lateral only),500,500,500,500,500
1220,X-ray Foot(Any Joint-AP Only)-Left,250,250,250,250,250
1221,X-ray Foot(Any Joint-Lat Only)-Left,500,500,500,500,500
1222,X-ray Foot(Any Joint-Lat) Right,250,250,250,250,250
1223,X-ray Foot(Any Joint-Lat)-Left,250,250,250,250,250
1224,X-ray Forearm (AP & Lateral) Right,500,500,500,500,500
1225,X-ray Forearm(AP & Lateral)-Left,500,500,500,500,500
1226,X-ray Hand (Both Joints - AP & Lateral),500,500,500,500,500
1227,X-ray Hand (Both Joints - AP only),250,250,250,250,250
1228,X-ray Hand (Both Joints Lateral only),500,500,500,500,500
1229,X-ray Hand (Both Joints-AP  Lateral & Oblique),1150,1150,1150,1150,1150
1230,X-ray Hand (Both Joints-AP & Oblique),900,900,900,900,900
1231,X-ray Hip (Any Joint-AP & Lat) Right,500,500,500,500,500
1232,X-ray Hip (Any Joint-AP Only) Right,250,250,250,250,250
1233,X-ray Hip (Any Joint-Lateral)-Right,250,250,250,250,250
1234,X-ray Hip (Both Joints - AP & Lateral),500,500,500,500,500
1235,X-ray Hip (Both Joints - AP only),250,250,250,250,250
1236,X-ray Hip (Both Joints Lateral only),250,250,250,250,250
1237,X-ray Hip (Both Joints-AP  Lateral & Oblique),900,900,900,900,900
1238,X-ray Hip (Both Joints-AP & Oblique),500,500,500,500,500
1239,X-ray Hip(Any Joint-AP & Lat)-Left,500,500,500,500,500
1240,X-ray Hip(Any Joint-AP Only)-Left,250,250,250,250,250
1241,X-ray Hip(Any Joint-Lateral)-Left,250,250,250,250,250
1242,X-ray HKA scanogram,2500,,,,
1243,X-ray Humerus/Arm (AP & Lat) Right,500,500,500,500,500
1244,X-ray Humerus/Arm(AP & Lat)-Left,500,500,500,500,500
1245,X-Ray Infantogram,250,250,250,250,250
1246,X-ray Invertogram,250,250,250,250,250
1247,X-Ray Joint Any AP Only,250,250,250,250,250
1248,X-ray Knee (Any Joint-AP & Lat) Right,500,500,500,500,500
1249,X-ray Knee (Any Joint-AP Only) Right,250,250,250,250,250
1250,X-ray Knee (Both Joints - AP & Lateral),500,500,500,500,500
1251,X-ray Knee (Both Joints - AP only),250,250,250,250,250
1252,X-ray Knee (Both Joints Lateral only),500,500,500,500,500
1253,X-ray Knee AP Standing (Single Joint Weight Bearin,500,500,500,500,500
1254,X-Ray Knee AP-Lat (NMV),700,700,700,700,700
1255,X-ray Knee(Any Joint-AP & Lat)-Left,500,500,500,500,500
1256,X-ray Knee(Any Joint-AP Only)-Left,250,250,250,250,250
1257,X-ray Knee(Any Joint-Lateral) Right,250,250,250,250,250
1258,X-ray Knee(Any Joint-Lateral)-Left,250,250,250,250,250
1259,X-Ray KUB,250,250,250,250,250
1260,X-ray Left Ankle -AP  Lateral & Oblique,750,750,750,750,750
1261,X-ray Left Ankle -Oblique,250,250,250,250,250
1262,X-ray Left Decubitus,250,250,250,250,250
1263,X-ray Left Femur with Hip Joint - AP,250,250,250,250,250
1264,X-ray Left Femur with Hip Joint - AP & Lateral,500,500,500,500,500
1265,X-ray Left Femur with Hip Joint-AP   Lateral & Obl,750,750,750,750,750
1266,X-ray Left Femur with Hip Joint-AP & Oblique,500,500,500,500,500
1267,X-ray Left Femur with Hip Joint-Lateral,250,250,250,250,250
1268,X-Ray Left Foot Lateral View Only,250,250,250,250,250
1269,X-ray Left Foot -Oblique,250,250,250,250,250
1270,X-ray Left Foot-AP  Lateral and Oblique,750,750,750,750,750
1271,X-ray Left Forearm-AP,250,250,250,250,250
1272,X-ray Left Forearm-Lateral,250,250,250,250,250
1273,X-ray Left Hand - AP & Lat Only,500,500,500,500,500
1274,X-ray Left Hand - AP Only,250,250,250,250,250
1275,X-ray Left Hand - Lat Only,250,250,250,250,250
1276,X-ray Left Hand Bone Age,300,300,300,300,300
1277,X-ray Left Hand-AP  Lateral & Oblique,750,750,750,750,750
1278,X-ray Left Hand-AP & Oblique,500,500,500,500,500
1279,X-ray Left Hand-Oblique,250,250,250,250,250
1280,X-ray Left Heel-Axial,250,250,250,250,250
1281,X-ray Left Heel-Lateral,250,250,250,250,250
1282,X-ray Left Humerus-AP,250,250,250,250,250
1283,X-ray Left Knee-AP  Lateral & Merchants  View,750,750,750,750,750
1284,X-ray Left Knee-AP  Lateral & Oblique,750,750,750,750,750
1285,X-ray Left Knee-AP  Lateral & Skyline View,750,750,750,750,750
1286,X-ray Left Leg-AP,250,250,250,250,250
1287,X-ray Left Leg-Lateral,250,250,250,250,250
1288,X-ray Left Mastoid-Lateral Oblique,250,250,250,250,250
1289,X-ray Left Orbit-AP & Lateral,500,500,500,500,500
1290,X-ray Left Scapula-AP,250,250,250,250,250
1291,X-ray Left Shoulder With Upper Arm - Lateral,250,250,250,250,250
1292,X-Ray Left Shoulder With Upper arm-AP,250,250,250,250,250
1293,X-Ray Left Shoulder With Upper arm-AP And Lateral,500,500,500,500,500
1294,X-ray Left Shoulder-AP  Lateral & Axial,750,750,750,750,750
1295,X-ray Left Shoulder-AP & Axial,500,500,500,500,500
1296,X-ray Left Shoulder-Axial,250,250,250,250,250
1297,X-ray Left T.M Joint-Lateral (Open & Close Mouth),250,250,250,250,250
1298,X-ray Left Wrist-AP  Lateral & Oblique,750,750,750,750,750
1299,X-ray Left Wrist-AP & Oblique,500,500,500,500,500
1300,X-ray Left Wrist-Oblique,250,250,250,250,250
1301,X-ray Leg AP & Lateral-Left,500,500,500,500,500
1302,X-ray Leg AP & Lateral-Right,500,500,500,500,500
1303,X-ray Lower Ribs-AP,250,250,250,250,250
1304,X-ray Lower Ribs-Both Oblique,500,500,500,500,500
1305,X-ray Lower Ribs-Left Oblique,250,250,250,250,250
1306,X-ray Lower Ribs-Right Oblique,250,250,250,250,250
1307,X-ray Lumbosacral Spine-Extension,250,250,250,250,250
1308,X-ray Lumbosacral Spine-Flexion,250,250,250,250,250
1309,X-ray Mandible (Both Obliques),500,500,500,500,500
1310,X-ray Mandible-AP & Both Oblique,500,500,500,500,500
1311,X-ray Mandible-AP View,250,250,250,250,250
1312,X-ray Mandible-PA View,250,250,250,250,250
1313,X-ray Mandible-Single Oblique-Left,250,250,250,250,250
1314,X-ray Mandible-Single Oblique-Right,250,250,250,250,250
1315,X-Ray Mastoid Bilateral,500,500,500,500,500
1316,X-Ray Mastoid Bilateral-AP & Both Oblique,750,750,750,750,750
1317,X-Ray Mastoid Unilateral-Left,250,250,250,250,250
1318,X-Ray Mastoid Unilateral-Right,250,250,250,250,250
1319,X-ray Merchant View for Patella,250,250,250,250,250
1320,X-Ray Nasal bone (Right),250,250,250,250,250
1321,X-Ray Nasal bone(Left),250,250,250,250,250
1322,X-ray Nasal Bone-AP & Both Lateral,750,750,750,750,750
1323,X-ray Nasal Bone-Both Lateral,500,500,500,500,500
1324,X-Ray Para Nasal Sinuses [PNS],250,250,250,250,250
1325,X-Ray Pelvis AP View,250,250,250,250,250
1326,X-Ray Pelvis true size - AP,600,,,,
1327,X-Ray pelvis with both hip - AP(NMV),400,400,400,400,400
1328,X-ray Pelvis with both hips - AP,250,250,250,250,250
1329,X-ray Pelvis-Frog Leg View,250,250,250,250,250
1330,X-ray Pelvis-Judes View,250,250,250,250,250
1331,X-ray Pelvis-Lateral,250,250,250,250,250
1332,X-ray Per Exposure,250,250,250,250,250
1333,X-Ray PNS,380,380,380,380,380
1334,X-ray Righ Femur with Hip Joint - AP,250,250,250,250,250
1335,X-ray Right Ankle -Oblique,250,250,250,250,250
1336,X-ray Right Ankle-AP   Lateral & Oblique,750,750,750,750,750
1337,X-ray Right Decubitus,250,250,250,250,250
1338,X-ray Right Femur with Hip Joint - AP & Lateral,500,500,500,500,500
1339,X-ray Right Femur with Hip Joint - Lateral,250,250,250,250,250
1340,X-ray Right Femur with Hip Joint-AP   Lateral & Ob,750,750,750,750,750
1341,X-ray Right Femur with Hip Joint-AP & Oblique,500,500,500,500,500
1342,X-ray Right Foot-AP  Lateral and Oblique,750,750,750,750,750
1343,X-Ray Right Forearm - Oblique,250,250,250,250,250
1344,X-ray Right Forearm-AP,250,250,250,250,250
1345,X-ray Right Forearm-Lateral,250,250,250,250,250
1346,X-ray Right Hand -AP  Lateral & Oblique,750,750,750,750,750
1347,X-ray Right Hand -AP & Lat Only,500,500,500,500,500
1348,X-ray Right Hand -AP & Oblique,500,500,500,500,500
1349,X-ray Right Hand -AP Only,250,250,250,250,250
1350,X-ray Right Hand Bone Age,300,300,300,300,300
1351,X-ray Right Hand -Lat Only,250,250,250,250,250
1352,X-ray Right Hand-Oblique,250,250,250,250,250
1353,X-ray Right Heel-Axial,250,250,250,250,250
1354,X-ray Right Heel-Lateral,250,250,250,250,250
1355,X-ray Right Hip-AP   Lateral & Oblique,750,750,750,750,750
1356,X-ray Right Humerus-AP,250,250,250,250,250
1357,X-ray Right Knee-AP  Lateral & Merchants  View,750,750,750,750,750
1358,X-ray Right Knee-AP  Lateral & Oblique,750,750,750,750,750
1359,X-ray Right Knee-AP  Lateral & Skyline View,750,750,750,750,750
1360,X-ray Right Leg-AP,250,250,250,250,250
1361,X-ray Right Leg-Lateral,250,250,250,250,250
1362,X-ray Right Mastoid-Lateral Oblique,250,250,250,250,250
1363,X-ray Right Orbit-AP & Lateral,500,500,500,500,500
1364,X-ray Right Scapula-AP,250,250,250,250,250
1365,X-Ray Right Shoulder AP and Lat,500,500,500,500,500
1366,X-ray Right Shoulder With Upper Arm-AP,250,250,250,250,250
1367,X-ray Right Shoulder With Upper Arm-AP & Lateral,500,500,500,500,500
