Investigation,,,,,,
 Item ID , Item Name ,  OP , Day Care , Economy , Double ," Single/
ICU "
480,Diabetes Type 1 Autoimmune Profile - (L),10500,,,,
481,EBV - IgG,1800,1800,1800,1800,1800
482,EBV - IGM,1800,1800,1800,1800,1800
483,EBV Antibody to Viral Capsid Antigen (VCA) IgM,1950,,,,
484,Entamoeba Hhistolytica Antibody ( C),2700,2700,2700,2700,2700
485,FAECAL CALPROTECTIN - STOOL,3500,3500,3500,3500,3500
486,"Gastro Panel (Pepsinogen I, Pepsinogen II, Gastrin -17b & Helicobacter pylori Antibody) - (C)",3800,,,,
487,Glomerular Basement Membrane Antibody (GBM - Antibody),2000,,,,
488,GLUTAMIC ACID DECARBOXYLASE- 65 IgG,6900,6900,6900,6900,6900
489,H.PYLORI ANTIGEN DETECTION - STOOL,1700,1700,1700,1700,1700
490,Heparin - Induced Thrombocytopenia ( HIT ) / Anti - Platelet Factor 4 - Heparin ( PF4 - H ) - IgG Quantitative,14300,,,,
491,"Hyper Eosinophilic Syndrome ( PDGFRA , PDGFRB ) By FISH - (C)",18000,,,,
492,IMMUNOGLOBULIN A - IgA,700,700,700,700,700
493,IMMUNOGLOBULIN E - IgE,550,550,550,550,550
494,IMMUNOGLOBULIN G - IgG,500,500,500,500,500
495,IMMUNOGLOBULIN G - IgG 4 SUBCLASS,6500,6500,6500,6500,6500
496,IMMUNOGLOBULIN M - IgM,600,600,600,600,600
497,INSULIN ANTIBODY,2500,2500,2500,2500,2500
498,Interleukin -6 (IL-6),2600,2600,2600,2600,2600
499,Islet Cell Antibodies (ICAs),2400,2200,2200,2200,2200
500,"Karyotyping for Hematological Malignancies, Leukemia Advance (Flow Cytometry) - (C)",12600,,,,
501,Leishmania (Kala Azar) rK39 Antibody - (C),800,,,,
502,Leukemia Panel Advance By Flow Cytometry,9900,,,,
503,LIPOPROTEIN - a,1350,1350,1350,1350,1350
504,Liver Kidney Microsomal Antibody (LKM),2000,2000,2000,2000,2000
505,LUPUS ANTICOAGULANT,2000,2000,2000,2000,2000
506,Lyme Borrelia Burgdorferi Antibody - IgG and IgM,3600,3600,3600,3600,3600
507,Lyme Borrelia Burgdorferi IgG Antibody,2200,2200,2200,2200,2200
508,Lyme Borrelia Burgdorferi IgM Antibody,2200,2200,2200,2200,2200
509,MEASLES ANTIBODY - IgG,1900,1900,1900,1900,1900
510,MEASLES ANTIBODY - IgM,1900,1900,1900,1900,1900
511,Multiple Myeloma 7 Markers Panel By FISH - (C),14000,,,,
512,MUMPS - IgG,2100,2100,2100,2100,2100
513,MUMPS - IgM,2000,2000,2000,2000,2000
514,Myasthenia Gravis Profile,10000,,,,
515,Myelodysplastic Syndrome (MDS) Panel by FISH - (C),10500,,,,
516,Myositis Profile - IgG ( 16 Antigens ) - (C),15000,,,,
517,Myositis Profile - IgG (11 Antigens),8500,,,,
518,Neurocysticercosis Antibody,2000,2000,2000,2000,2000
519,Neuronal ( Paraneoplastic ) Antibody Profile - 2 ( 12 Antigens ),15500,,,,
520,"Neuronal (Paraneoplastic) Autoantibodies Profile Ultra , CSF - (L)",13000,,,,
521,NMDA Receptor Antibody - (C),7000,,,,
522,NT-proBNP,3000,3000,3000,3000,3000
523,Oligoclonal Band - CSF ( C ),5800,,,,
524,P-Antineutrophil Cytoplasmic Antibodies (ANCA),2200,1600,1600,1600,1600
525,"Parvovirus B19 Antibodies Panel , IgG & IgM",5500,,,,
526,Phospholipase A2 Receptor Antibody - Quantitative (C),5700,5700,5700,5700,5700
527,PNH Advance - (C),6500,,,,
528,PNH Basic - (C),4400,,,,
529,Procalcitonin (PCT),3000,3000,3000,3000,3000
530,Pulmocore Panal 11 (C),27000,27000,27000,27000,27000
531,QUANTIFERON - TB GOLD,3000,3000,3000,3000,3000
532,RA Factor Quantitative,660,660,660,660,660
533,RUBELLA - IgG,700,700,700,700,700
534,RUBELLA - IgM,700,700,700,700,700
535,Scl-70 ( Scleroderma ) Antibody - (C),1650,,,,
536,Sm Smith Antibody - IgG,1400,1400,1400,1400,1400
537,Stool For Fecal Elastase - ( C ),6000,,,,
538,THYROGLOBULIN,1800,700,700,700,700
539,Tissue Transglutaminase IgA ( tTg-IgA),1000,1000,1000,1000,1000
540,VARICELLA ZOSTER ANTIBODY - IgG,1400,1400,1400,1400,1400
541,VARICELLA ZOSTER ANTIBODY - IgM,1400,1400,1400,1400,1400
542,VASCULITIS PANEL ( L ),6500,,,,
543,Voltage - Gated Potassium Channel ( VGKC ) Anitobody,9500,,,,
544,Acute Leukemia Panel Complete ( P01633 ) - (C),29950,,,,
545,All Multiplex Basic - (C),8500,,,,
546,BCR-ABL Quantitative - International Scale,6500,6500,6500,6500,6500
547,BCR-ABL translocation [t(9:22)] (FISH) - (C),4500,,,,
548,"BK Virus , PCR , Quantitative",6500,,,,
549,Bone Marrow Failure Syndrome Panel By NGS - (C),26000,,,,
550,BRCA1 and BRCA2 Gene Sequencing Panel by NGS - (C),20000,,,,
551,CHROMOSOME ANALYSIS ( KARYOTYPE ) BLOOD (L),6200,,,,
552,"Chronic Lymphoma Panel Complete ( CLPD Advance Reflex To CLL  Prognostic , TP53 , IgHV Mutation ) - (C)",33000,,,,
553,Clinical Exome ( MG),25000,25000,25000,25000,25000
554,CMV DNA - Qualitative (RT- PCR),4800,,,,
555,CMV DNA - Quantitative ( RT-PCR),7000,,,,
556,CMV Viral load/GCV Resistance - CMV Combi Test,13000,,,,
557,Couple Karyotyping,3575,,,,
558,Cystic Fibrosis Mutation Detection,11000,,,,
559,DMD - MLPA (M),5500,5500,5500,5500,5500
560,Epstein - Barr Virus (EBV) DNA Quantitative - (C),7150,,,,
561,Epstein Barr Virus ( EBV ) DNA Qualitative - ( C ),4800,,,,
562,Factor V Leiden Mutation Analysis - (C),6500,,,,
563,Flu Basic Panel ( C ),4600,,,,
564,geneCORE Clinical Exome Sequencing By NGS - ( C ),25000,,,,
565,GeneXpert Carba Gene Detection,4500,,,,
566,GeneXpert Clostridium Difficile,4500,,,,
567,GeneXpert H1N1,4500,,,,
568,GeneXpert HBV DNA Quantitative,3200,4950,4950,4950,4950
569,GeneXpert HCV Quantitative,2600,,,,
570,GeneXpert HIV 1 RNA Quantitative,2900,,,,
571,GeneXpert MTB/RIF Ultra,2400,,,,
572,GeneXpert MTB/XDR,3600,,,,
573,H1N1/ SWINE FLU - REAL TIME PCR,4500,4500,4500,4500,4500
574,HAINS Mycobacterium tuberculosis first line drug resistance profile Rifampin and isoniazid,2500,,,,
575,Hains Mycobacterium Tuberculosis Second Line Drug Resistance Profile,4800,,,,
576,HCV GENOTYPING,5500,9000,9000,9000,9000
577,HIV-1 - RNA Quantitative,4200,,,,
578,HLA - B27,2300,2300,2300,2300,2300
579,HLA - B27 Qualitative (PCR),3400,,,,
580,HLA B 51,10000,10000,10000,10000,10000
581,HPV DNA Detection & Typing in Tissue/Biopsy,4200,,,,
582,HPV DNA High Risk (Hybrid Capture),2700,,,,
583,HPV Test (DNA PCR or Genotyping) - (C),1700,1700,1700,1700,1700
584,Human Herpesvirus 6 ( HHV6 ) Qualitative PCR - ( C ),3900,,,,
585,IGHV Mutation Analysis - (C),11000,,,,
586,Influenza Panel  (AM Path),4500,4500,4500,4500,4500
587,JAK-2 Exon-12,5800,,,,
588,KARYOTYPING,3600,4500,4500,4500,4500
589,Karyotyping for Genetic Disorders,3350,3350,3350,3350,3350
590,"Karyotyping for Hematological Malignancies, BCR-ABL Qualitative - (C)",7500,,,,
591,MDS Panel by NGS - (C),21000,,,,
592,Meningitidis / Encephalitis Panel - RT PCR ( CORE ),22000,,,,
593,"MPN Panel 1 ( JAK-2 (12-15 ) , MPL , CALR ) - (C)",14000,,,,
594,"MPN Panel 4 ( BCR ABL1 , MPL , CALR , JAK2 V617F ) by RT PCR - (C)",14300,,,,
595,MPN Panel by NGS - (C),21000,,,,
596,"MTHFR mutation analysis, EDTA - (C)",6000,,,,
597,Mycobacterium Tuberculosis - TB PCR,3000,2530,2530,2530,2530
598,Neurovirus Panel Qualitative PCR,7500,7500,7500,7500,7500
599,Parvovirus B19 Quantitative PCR,3300,,,,
600,PDL1 Dako (C),16000,16000,16000,16000,16000
601,"Porphyrins Total , Qualitative , Random Urine - (C)",6000,,,,
602,"Porphyrins Total , Quantitative , 24-hour Urine - (C)",6000,,,,
603,"Prothrombin Gene Mutation Analysis, EDTA - (C)",4000,,,,
604,QUALITATIVE RT - PCR - COVID 19 (SARS - COV 2),500,500,500,500,500
605,U1-SnRNP,1500,1500,1500,1500,1500
606,UGT1A1 Gene Polymorphism - (C),9100,,,,
607,Wilson Disease - ATP7B Gene Sequencing by NGS - (C),20000,,,,
608,AFB Culture- Ascitic Fluid,1200,1200,1200,1200,1200
609,AFB Culture- Bronchoalveolar Lavage (BAL),1200,1200,1200,1200,1200
610,AFB Culture- CSF,1200,1200,1200,1200,1200
611,AFB Culture- Endometrial Biopsy,1200,1200,1200,1200,1200
612,AFB Culture- Endometrial Blood,1200,1200,1200,1200,1200
613,AFB Culture- ET Secretions,1200,1200,1200,1200,1200
614,AFB Culture- Other Specimen,1200,1200,1200,1200,1200
615,AFB Culture- Pericardial Fluid,1200,1200,1200,1200,1200
616,AFB Culture- Pleural Fluid,1200,1200,1200,1200,1200
617,AFB Culture- Pus,1200,1200,1200,1200,1200
618,AFB Culture- Semen,1200,1200,1200,1200,1200
619,AFB Culture- Sputum,1200,1200,1200,1200,1200
620,AFB Culture- Synovial Fluid,1200,1200,1200,1200,1200
621,AFB Culture- Tissue,1200,1200,1200,1200,1200
622,AFB Culture- Tracheal Secretions,1200,1200,1200,1200,1200
623,AFB Culture- Urine,1200,1200,1200,1200,1200
624,AFB Stain- Ascitic Fluid,1,450,450,450,450
625,AFB Stain- Bronchoalveolar Lavage (BAL),1,450,450,450,450
626,AFB Stain- CSF,1,450,450,450,450
627,AFB Stain- ET Secretions,1,450,450,450,450
628,AFB Stain- Other Specimen,1,450,450,450,450
629,AFB Stain- Pericardial Fluid,1,450,450,450,450
630,AFB Stain- Pleural Fluid,1,450,450,450,450
631,AFB Stain- Pus,1,450,450,450,450
632,AFB Stain- Sputum,1,450,450,450,450
633,AFB Stain- Synovial Fluid,1,450,450,450,450
634,AFB Stain- Throat Swab,1,450,450,450,450
635,AFB Stain- Tissue,1,450,450,450,450
636,AFB Stain- Tracheal Secretions,1,450,450,450,450
637,AFB Stain- Urine,1,450,450,450,450
638,Biofire Pneumonia Plus Panel,22000,,,,
639,Biofire Respiratory Pathogen Panel (C),22000,,,,
640,Modified AFB Stain- Bronchoalveolar Lavage (BAL),550,550,550,550,550
641,Modified AFB Stain- ET Secretions,550,550,550,550,550
642,Modified AFB Stain- Other Specimen,550,550,550,550,550
643,Modified AFB Stain- Pleural Fluid,550,550,550,550,550
644,Modified AFB Stain- Sputum,550,550,550,550,550
645,Modified AFB Stain- Tracheal Secretions,550,550,550,550,550
646,Fungal Culture- Ascitic Fluid,1250,1250,1250,1250,1250
647,Fungal Culture- Blood,1250,1250,1250,1250,1250
648,Fungal Culture- Bronchoalveolar Lavage (BAL),1250,1250,1250,1250,1250
649,Fungal Culture- CSF,1250,1250,1250,1250,1250
650,Fungal Culture- ET Secretions,1250,1250,1250,1250,1250
651,Fungal Culture- High Vaginal Swab,1250,1250,1250,1250,1250
652,Fungal Culture- Other Specimen,1250,1250,1250,1250,1250
653,Fungal Culture- Paired Blood,1250,1250,1250,1250,1250
654,Fungal Culture- Pericardial Fluid,1250,1250,1250,1250,1250
655,Fungal Culture- Pleural Fluid,1250,1250,1250,1250,1250
656,Fungal Culture- Pus,1250,1250,1250,1250,1250
657,Fungal Culture- Semen,1250,1250,1250,1250,1250
658,Fungal Culture- Sputum,1250,1250,1250,1250,1250
659,Fungal Culture- Synovial Fluid,1250,1250,1250,1250,1250
660,Fungal Culture- Throat Swab,1250,1250,1250,1250,1250
661,Fungal Culture- Tissue,1250,1250,1250,1250,1250
662,Fungal Culture- Tracheal Secretions,1250,1250,1250,1250,1250
663,Fungal Culture- Urine,1250,1250,1250,1250,1250
664,India Ink,350,350,350,350,350
665,KOH Examination- Ascitic Fluid,450,450,450,450,450
666,KOH Examination- Bronchoalveolar Lavage (BAL),450,450,450,450,450
667,KOH Examination- Corneal Scraping,450,450,450,450,450
668,KOH Examination- CSF,450,450,450,450,450
669,KOH Examination- Endometrial Biopsy,450,450,450,450,450
670,KOH Examination- Endometrial Blood,450,450,450,450,450
671,KOH Examination- ET Secretions,450,450,450,450,450
672,KOH Examination- Other Specimen,450,450,450,450,450
673,KOH Examination- Pericardial Fluid,450,450,450,450,450
674,KOH Examination- Pleural Fluid,450,450,450,450,450
675,KOH Examination- Pus,450,450,450,450,450
676,KOH Examination- Skin Scraping,450,450,450,450,450
677,KOH Examination- Sputum,450,450,450,450,450
678,KOH Examination- Synovial Fluid,450,450,450,450,450
679,KOH Examination- Tissue,450,450,450,450,450
680,KOH Examination- Tracheal Secretions,450,450,450,450,450
681,KOH Examination- Urine,450,450,450,450,450
682,MALARIAL  PARASITE - MP BY CARD,500,500,500,500,500
683,PS for Plasmodium,250,,,,
684,Stool for Fat Globules,150,150,150,150,150
685,Stool for Hanging Drop,350,350,350,350,350
686,Stool for Occult Blood,250,250,250,250,250
687,Stool for pH,150,150,150,150,150
688,Stool for Reducing Substance,150,150,150,150,150
689,Stool for Routine Examination,250,250,250,250,250
690,"Anti Treponema Antibodies, Serum",190,190,190,190,190
691,Brucella Antibodies - IgM Antibody,1550,,,,
692,Brucella Antibody - IgG,1550,,,,
693,Cytomegalo Virus IgM Antibody (CMV-IgM). Serum,650,650,650,650,650
694,Galactomannan (Aspergillus Antigen) - (C),5000,5000,5000,5000,5000
695,H.PYLORI - IgG,2100,2100,2100,2100,2100
696,H.PYLORI - IgM,2300,2300,2300,2300,2300
697,HBsAg - RAPID CARD,300,300,300,300,300
698,"HCV, Rapid card",600,600,600,600,600
699,"Hepatitis B Surface  Antigen (HBsAg), Serum",1800,500,500,500,500
700,"Hepatitis C Antibody (Anti HCV IgG), Serum",900,900,900,900,900
701,Herpes Simplex Virus Type 1 IgG,799,799,799,799,799
702,Herpes Simplex Virus Type 1 IgM,799,799,799,799,799
703,Herpes Simplex Virus Type 2 IgG,799,799,799,799,799
704,Herpes Simplex Virus Type 2 IgM,799,799,799,799,799
705,HIV 1 AND 2 ANTIBODY - RAPID CARD,300,300,300,300,300
706,"HIV 1 AND 2 ANTIBODY, Serum",1800,480,480,480,480
707,HSV Qualitative (C),6000,6000,6000,6000,6000
708,HSV Type 1 IgG and IgM,1560,1560,1560,1560,1560
709,HSV Type 2 IgG and IgM,1560,1560,1560,1560,1560
710,Hydatid Serology IgG (C),1600,1600,1600,1600,1600
711,Hypersensitive Pneumonitis Panel (M),8900,8900,8900,8900,8900
712,IGF - 1 (Somatomedin C),5200,,,,
713,LEPTOSPIRA - IgG/IgM,750,750,750,750,750
714,SCRUB TYPHUS - IgM,1000,1000,1000,1000,1000
715,STD Panel - ( C ),3500,,,,
716,Torch- IGG,1700,1700,1700,1700,1700
717,Torch IGG - IGM,3000,3000,3000,3000,3000
718,Torch- IGM,1700,1700,1700,1700,1700
719,TOXOPLASMA - IgG,700,700,700,700,700
720,TOXOPLASMA - IgM,700,700,700,700,700
721,Typhidot / Salmonella Typhi Antibodies,380,380,380,380,380
722,VDRL,190,230,230,230,230
723,Weil Felix Test,1100,,,,
724,WIDAL - SLIDE AGGLUTINATION,120,120,120,120,120
725,Widal -Tube Agglutination,250,250,250,250,250
726,ANTI HBc TOTAL,650,650,650,650,650
727,"Antibodies to Hepatitis B surface Antigen (Anti-HBs), Serum",820,820,820,820,820
728,"ANTI-CHIKUNGUNYA - IgM, ELISA / ELFA",1400,1400,1400,1400,1400
729,CHIKUNGUNYA  - IgM ( Rapid Card),1300,1300,1300,1300,1300
730,Covid-19 Rapid Antigen,275,275,275,275,275
731,DENGUE - IgM - ELISA/ELFA,1000,750,750,750,750
732,DENGUE NS1 ANTIGEN - ELISA/ELFA,1000,800,800,800,800
733,"Hepatitis A IgM (HAV-IgM), Serum",650,650,650,650,650
734,"Hepatitis B Core IgM Antibody (HBc IgM), Serum",1250,1250,1250,1250,1250
735,"Hepatitis B envelope Antibody (Anti HBe), Serum",1100,1100,1100,1100,1100
736,"Hepatitis B envelope Antigen (HBeAg), Serum",1100,1100,1100,1100,1100
737,"Hepatitis E Virus IgM Antibodies ( HEV-IgM), Serum",800,800,800,800,800
738,Rota Virus Antigen,1500,,,,
739,3D CT of Chest,5000,5000,5000,5000,5000
740,3D CT Scan of Face,4500,4500,4500,4500,4500
741,CT  Lumbosacral Spine,3500,3500,3500,3500,3500
742,CT 3D Recon,1500,1500,1500,1500,1500
743,CT Angio Brain & Neck,9000,9000,9000,9000,9000
744,CT Angio Pelvis-Lower Abdomen,7000,7000,7000,7000,7000
745,CT Angio Per Part,7000,7000,7000,7000,7000
746,CT Angio Pulmonary with DVT protocol,9000,9000,9000,9000,9000
747,CT Angio- Whole Abdomen,7500,7500,7500,7500,7500
748,CT Angiography - Chest,7000,7000,7000,7000,7000
749,CT Angiography - Renal,7500,7500,7500,7500,7500
750,CT Angiography Any One Part,7000,7000,7000,7000,7000
751,CT Angiography Coronary with Aortogram (TAVI Protocol),18000,,,,
752,CT Angiography Neck Vessels,7000,7000,7000,7000,7000
753,CT Angiography- Pulmonary,7000,7000,7000,7000,7000
754,CT Angiography Whole Abdomen+Peripheral,12000,12000,12000,12000,12000
755,CT Angio-Peripheral,9000,9000,9000,9000,9000
756,CT Angio-Peripheral - Lower limb,7000,7000,7000,7000,7000
757,CT Aortogram,9000,9000,9000,9000,9000
758,CT Brain Angio,7000,7000,7000,7000,7000
759,CT Brain Stroke Protocol,7000,7000,7000,7000,7000
760,CT Calcium Scoring,3000,3000,3000,3000,3000
761,CT Cisternography,6000,6000,6000,6000,6000
762,CT Colonography Contrast,7500,7500,7500,7500,7500
763,CT Colonography Plain,6000,6000,6000,6000,6000
764,CT contrast charge ( 100 ml ) for visipaque - 3500,3500,,,,
765,CT Contrast Charge (50ml) for Visipaque,2500,2500,2500,2500,2500
766,CT Contrast Charges (100ml),2500,2500,2500,2500,2500
767,CT Contrast Charges (50ml),1500,1500,1500,1500,1500
768,CT Coronary Angiography - Non Invasive,11000,11000,11000,11000,11000
769,CT Cystogram,5000,,,,
770,CT distal  loopogram,5000,5000,5000,5000,5000
771,CT Dorsal Spine - Contrast,5000,5000,5000,5000,5000
772,CT Dorsal Spine - Plain,3500,3500,3500,3500,3500
773,CT Dorso/Lumbarspine (Contrast),5000,5000,5000,5000,5000
774,CT Dorso/Lumbarspine (Plain),3500,3500,3500,3500,3500
775,CT DVT Protocol,6500,,,,
776,CT Enteroclysis/ Enterography,7500,7500,7500,7500,7500
777,CT Extremities-Lower (Contrast) Right,5000,5000,5000,5000,5000
778,CT Extremities-Lower (Plain) Left,3500,3500,3500,3500,3500
779,CT Extremities-Lower (Plain) Right,3500,3500,3500,3500,3500
780,CT Extremities-Lower(Contrast) Left,5000,5000,5000,5000,5000
781,CT Extremities-Upper (Contrast) Right,5000,5000,5000,5000,5000
782,CT Extremities-Upper (Plain) Left,3500,3500,3500,3500,3500
783,CT Extremities-Upper (Plain) Right,3500,3500,3500,3500,3500
784,CT Extremities-Upper(Contrast) Left,5000,5000,5000,5000,5000
785,CT Face / Orbit (Contrast),5000,5000,5000,5000,5000
786,CT Face / Orbit (Plain),3500,3500,3500,3500,3500
787,CT Guided Aspiration,7500,,,,
788,CT Head & Spine Cervical-Plain,5000,5000,5000,5000,5000
789,CT Head / Brain - Contrast,3000,3000,3000,3000,3000
790,CT Head / Brain - Plain,2000,2000,2000,2000,2000
791,CT Head and C-Spine Screening,3000,3000,3000,3000,3000
792,CT KUB Contrast (CT IVP/Urography),7000,7000,7000,7000,7000
793,CT KUB:Plain (NCCT KUB),3500,3500,3500,3500,3500
794,CT Left Ankle Joint - Contrast,5000,5000,5000,5000,5000
795,CT Left Ankle Joint - Plain,3500,3500,3500,3500,3500
796,CT Left Elbow Joint - Contrast,5000,5000,5000,5000,5000
797,CT Left Elbow Joint - Plain,3500,3500,3500,3500,3500
798,CT Left Knee Joint - Contrast,5000,5000,5000,5000,5000
799,CT Left Knee Joint - Plain,3500,3500,3500,3500,3500
800,CT Left Shoulder Joint - Contrast,5000,5000,5000,5000,5000
801,CT Left Shoulder Joint - Plain,3500,3500,3500,3500,3500
802,CT Left Wrist Joint - Contrast,5000,5000,5000,5000,5000
803,CT Left Wrist Joint - Plain,3500,3500,3500,3500,3500
804,CT Lower Abdomen - Contras,5000,5000,5000,5000,5000
805,CT Lower Abdomen (Plain),3500,3500,3500,3500,3500
806,CT Multiphase Study,7500,7500,7500,7500,7500
807,CT Neck - Plain,3500,3500,3500,3500,3500
808,CT Neck with contrast,5000,5000,5000,5000,5000
809,CT Perfusion,9000,,,,
810,CT PNS (HRCT Coronal only),2500,2500,2500,2500,2500
811,CT PNS Axial  Coronal & Sagittal (HRCT),3500,3500,3500,3500,3500
812,CT PNS with Contrast,5000,,,,
813,CT Polytrauma Contrast,12000,12000,12000,12000,12000
814,CT Polytrauma Plain,9000,9000,9000,9000,9000
815,CT Right Ankle Joint - Contrast,5000,5000,5000,5000,5000
816,CT Right Ankle Joint - Plain,3500,3500,3500,3500,3500
817,CT Right Elbow Joint - Contrast,5000,5000,5000,5000,5000
818,CT Right Elbow Joint - Plain,3500,3500,3500,3500,3500
819,CT Right Knee Joint - Contrast,5000,5000,5000,5000,5000
820,CT Right Knee Joint - Plain,3500,3500,3500,3500,3500
821,CT Right Shoulder Joint - Contrast,5000,5000,5000,5000,5000
822,CT Right Shoulder Joint - Plain,3500,3500,3500,3500,3500
823,CT Right Wrist Joint - Contrast,5000,5000,5000,5000,5000
824,CT Right Wrist Joint - Plain,3500,3500,3500,3500,3500
825,CT Scan for Bony Pelvis Contrast,5000,5000,5000,5000,5000
826,CT Scan for Bony Pelvis Plain,3500,3500,3500,3500,3500
827,CT Scan of Brain & Orbits Contrast,5000,5000,5000,5000,5000
828,CT Scan of Brain & Orbits Plain,4000,4000,4000,4000,4000
829,CT Scan of Face & Neck Contrast,5000,5000,5000,5000,5000
830,CT Scan of Face & Neck Plain,4000,4000,4000,4000,4000
831,CT Scan of Paranasal Sinuses Contrast,5000,5000,5000,5000,5000
832,CT Scan of TM Joints/ Mandible (Plain),4000,4000,4000,4000,4000
833,CT Scan per Joint Contrast (shoulder/knee/elbow/an,5000,5000,5000,5000,5000
834,CT Scan per Joint Plain (shoulder/knee/elbow/ankle,3500,3500,3500,3500,3500
835,CT Scan per Joint Plain 3D Recon (shoulder/knee/el,1500,1500,1500,1500,1500
836,CT Scan Temporal Bone HRCT,3500,3500,3500,3500,3500
837,CT Scan Whole Spine Contrast,9000,9000,9000,9000,9000
838,CT Scan Whole Spine Plain,8000,8000,8000,8000,8000
839,CT Scanogram B/L  Lower Limb,2000,,,,
840,CT Sella / Pitutary - Plain,3500,3500,3500,3500,3500
841,CT Sella / Pitutary (Contrast),5000,5000,5000,5000,5000
842,CT Sinogram,4500,,,,
843,CT Spine Cervical (plain) Flexion and extension,5000,5000,5000,5000,5000
844,CT Spine CV Junction,3500,3500,3500,3500,3500
845,CT Spine CV Junction - Contrast,5000,5000,5000,5000,5000
846,CT Spine-Cervical (Contrast),5000,5000,5000,5000,5000
847,CT Spine-Cervical (Plain),3500,3500,3500,3500,3500
848,CT Spine-Lumbosacral (Contrast),5000,5000,5000,5000,5000
849,CT Spine-Lumbosacral (Plain),3500,3500,3500,3500,3500
850,CT Spine-Thoracic (Contrast),5000,5000,5000,5000,5000
851,CT Spine-Thoracic (Plain),3500,3500,3500,3500,3500
852,CT Thorax  Abdomen & Pelvis Contrast,9000,9000,9000,9000,9000
853,CT Thorax  Abdomen & Pelvis Plain,7000,7000,7000,7000,7000
854,CT Thorax / Chest - Contrast,5000,5000,5000,5000,5000
855,CT Thorax / Chest - Plain,3500,3500,3500,3500,3500
856,CT Topogram / Scanogram,1000,1000,1000,1000,1000
857,CT Upper Abdomen - Plain,3500,3500,3500,3500,3500
858,CT Upper Abdomen with contrast,5000,5000,5000,5000,5000
859,CT Venogram,7500,7500,7500,7500,7500
860,CT Virtual Bronchoscopy,3000,3000,3000,3000,3000
861,CT Whole Abdomen - Plain,4500,4500,4500,4500,4500
862,CT Whole Abdomen with/ Contrast,6500,,,,
863,CT-HRCT Internal Ear (Contrast),5000,5000,5000,5000,5000
864,HRCT Chest,3500,,,,
865,Intervention CT Guided Biopsy,5500,5500,5500,5500,5500
866,Intervention CT guided FNAC,5500,5500,5500,5500,5500
867,Interventional CT Guided Pigtail Catheter Placement,8000,,,,
868,DEXA One Part,1800,1800,1800,1800,1800
869,DEXA Three Parts,3500,3500,3500,3500,3500
870,Bilateral Venous Puncture,1300,,,,
871,Interventional Percutaneous Transhepatic Biliary Drainage (PTBD),21600,,,,
872,USG And Fluoro Guided PCN Insertion Bilateral,22000,,,,
873,USG and Fluoro guided PCN Insertion Single,15000,,,,
874,USG Guided Pericardial Aspiration,10000,,,,
875,USG Guided Pericardial Pigtail Insertion,15000,,,,
876,Venous Puncture,650,,,,
877,Mammography Both Breast,2500,2500,2500,2500,2500
878,Mammography Single Breast,1500,1500,1500,1500,1500
879,MR Arthrography (per joint),8000,8000,8000,8000,8000
880,MR Defecography,12000,12000,12000,12000,12000
881,MR Fistulogram,8000,8000,8000,8000,8000
882,MR Neurography,8000,,,,
883,MR Neurography / Lumbar Plexus,8000,,,,
884,MR Tractography,8000,8000,8000,8000,8000
885,MR Urography (MRU),8000,8000,8000,8000,8000
886,MRA Brain and Neck,12000,12000,12000,12000,12000
887,MRI Angio Brain - Plain,8000,8000,8000,8000,8000
888,MRI Angio Neck-Plain,8000,8000,8000,8000,8000
889,MRI Both Hips,8000,8000,8000,8000,8000
890,MRI Brachial Plex (Unilateral) Left,8000,8000,8000,8000,8000
891,MRI Brachial Plex (Unilateral) Right,8000,8000,8000,8000,8000
892,MRI Brachial Plexus - (Bilateral),12000,12000,12000,12000,12000
893,MRI Brain - Plain,8000,8000,8000,8000,8000
894,MRI Brain (Vertigo),8000,8000,8000,8000,8000
895,MRI Brain and CISS,9000,9000,9000,9000,9000
896,MRI Brain CISS ( Imaging Only ),1500,,,,
897,MRI Brain MRA Brain and Neck with MRV,16000,16000,16000,16000,16000
898,MRI Brain Perfusion - With Contrast,9000,9000,9000,9000,9000
899,MRI Brain Seizure / Epilepsy Protocol,9000,9000,9000,9000,9000
900,MRI Brain Stroke Protocol (Brain and Diffusion),8000,8000,8000,8000,8000
901,MRI Brain with MR Spectroscopy,12000,12000,12000,12000,12000
902,MRI Brain with MRA Brain,12000,12000,12000,12000,12000
903,MRI Brain with MRA Brain and MRV,14000,14000,14000,14000,14000
904,MRI Brain with MRA Brain- Plain,14000,14000,14000,14000,14000
905,MRI Brain with MRA Neck Vessels,12000,7000,7000,7000,7000
906,MRI Brain with Orbit,12000,12000,12000,12000,12000
907,MRI Brain with Pituitary Dynamic,12000,12000,12000,12000,12000
908,MRI Brain with Spectroscopy - Plain,14000,14000,14000,14000,14000
909,MRI Brain with Venography,12000,12000,12000,12000,12000
910,MRI Breast - With Contrast,10000,10000,10000,10000,10000
911,MRI Breast Implant Study,10000,10000,10000,10000,10000
912,MRI Breasts - Plain,8000,,,,
913,MRI Cardiac,12000,,,,
914,MRI Chest / Mediastinum,8000,8000,8000,8000,8000
915,MRI Cholangiography (MRCP),8000,8000,8000,8000,8000
916,MRI Cisternogram,9000,9000,9000,9000,9000
917,MRI Contrast Charges,3000,,,,
918,MRI Contrast Charges 1,4000,,,,
919,MRI Contrast Charges 2,6000,,,,
