Surgical Procedures Surgeon fee,,,,,,,
Department,Surgery Id,Service Name,Economy,"Double
","Single/
ICU","Classic 
Deluxe",Suite
Onco Surgery,ONC56,Chemoporat Insertion (Permanent),10400,12700,16100,19300,28300
Onco Surgery,ONC57,Orchidectomy- U/L (Onco),10400,12700,16100,19300,28300
Onco Surgery,ONC58,Re-exploration of neck for chyle leak / bleeding (Onco,10400,12700,16100,19300,28300
Onco Surgery,ONC59,Secondary suturing - large (Onco),10400,12700,16100,19300,28300
Onco Surgery,ONC60,Superficial tumor or multiple tumor - large - wide excision (Onco),10400,12700,16100,19300,28300
Onco Surgery,ONC61,Feeding Gastrostomy,11700,14300,18200,21800,31800
Onco Surgery,ONC62,Feeding Jejunostomy,11700,14300,18200,21800,31800
Onco Surgery,ONC63,ICD placement (Onco),11700,14300,18200,21800,31800
Onco Surgery,ONC64,Orchidectomy - bilateral (Onco),11700,14300,18200,21800,31800
Onco Surgery,ONC65,Colostomy - Diversion or end (Onco),13100,16000,20300,24400,35600
Onco Surgery,ONC66,High Orchidectomy (Onco),13100,16000,20300,24400,35600
Onco Surgery,ONC67,Ileostomy - Deversion or end (Onco),13100,16000,20300,24400,35600
Onco Surgery,ONC68,Superficial Tumor Excision face Small (Onco),13100,16000,20300,24400,35600
Onco Surgery,ONC69,Abscess drainage - Intra-abdominal (Onco),14100,17200,21900,26300,38400
Onco Surgery,ONC70,Exploratory Laparotomy only (Onco),14100,17200,21900,26300,38400
Onco Surgery,ONC71,Neck Tumor - neck tumor (Onco),14100,17200,21900,26300,38400
Onco Surgery,ONC72,Omentectomy (Onco),14100,17200,21900,26300,38400
Onco Surgery,ONC73,Submandibular gland excision for tumor (Onco),14100,17200,21900,26300,38400
Onco Surgery,ONC74,"Lap / vaginal salpingo-Oophorectomy, Complete or Partial, Unilateral or Bilateral (Sepa.Pro)ONCO",15100,18100,21700,26100,26100
Onco Surgery,ONC75,Pelvic / Axillary LN disection-unilateral (Onco),15100,18500,23500,28200,41100
Onco Surgery,ONC76,Soft tissue tumor excison (peripheral) - small (Onco),15100,18500,23500,28200,41100
Onco Surgery,ONC77,Superficial Tumor Excision face Medium/Large (Onco),15100,18500,23500,28200,41100
Onco Surgery,ONC78,Thyroid Lobectomy/Hemithyroidectomy (Onco),15100,18500,23500,28200,41100
Onco Surgery,ONC79,Simple Mastectomy - large tumor (Onco),17200,21000,26700,31900,46700
Onco Surgery,ONC80,Colectomy - Right hem / left hemi / transverse / sigmoid - Radical (Onco),18700,22800,28900,34700,50700
Onco Surgery,ONC81,Exploratory laparotomy with adhesiolysis for dense adhesions / trial dissection for,18700,22800,28900,34700,50700
Onco Surgery,ONC82,Parathyroidectomy (Onco),18700,22800,28900,34700,50700
Onco Surgery,ONC83,Partial Maxillectomy (Onco),18700,22800,28900,34700,50700
Onco Surgery,ONC84,Resection and Anastomosis for small bowel tumor (Onco),18700,22800,28900,34700,50700
Onco Surgery,ONC85,Retroperitoneal Tumor Excision-Medium(Onco),18700,22800,28900,34700,50700
Onco Surgery,ONC86,Soft tissue tumor excision (peripheral) - medium (Onco),18700,22800,28900,34700,50700
Onco Surgery,ONC87,Superficial Parotidectomy (Onco),18700,22800,28900,34700,50700
Onco Surgery,ONC88,Thyroidectomy -Sub Total (Onco),18700,22800,28900,34700,34700
Onco Surgery,ONC89,Supraomohyoid neck dissection -Unilateral (Onco),18700,22800,28900,34700,50700
Onco Surgery,ONC90,Radical / Modified Radical Mastectomy (Onco),19700,23800,30900,34700,34700
Onco Surgery,ONC91,Exploratory laparotomy with adhesiolysis and trial dissection for tumor removal,20200,24600,31300,37200,54300
Onco Surgery,ONC92,Pelvic / Axillary LN dissection - bilateral (Onco),20200,24600,31300,37200,54300
Onco Surgery,ONC93,TAH+BSO (Onco),20200,24600,31300,37200,54300
Onco Surgery,ONC94,Breast Conservation Surgery (Onco),24200,29500,37500,45000,65800
Onco Surgery,ONC95,Colectomy - Radical Extended right / left hemi (Onco),24200,29500,37500,45000,65800
Onco Surgery,ONC96,Diagnostic laparoscopy with biopsy (Onco),24200,29500,37500,45000,65800
Onco Surgery,ONC97,Inguinal LN dissection - bilateral  (Onco),24200,29500,37500,45000,65800
Onco Surgery,ONC98,Parapharyngeal Tumor Excision,24200,29500,37500,45000,65800
Onco Surgery,ONC99,Partial Gastrectomy - palliative or otherwise  (Onco),24200,29500,37500,45000,65800
Onco Surgery,ONC100,Radical / Modified Neck Dissection (Unilateral)  (Onco),24200,29500,37500,45000,65800
Onco Surgery,ONC101,Soft tissue tumor excision (peripheral) - large / Central - Medium  (Onco),24200,29500,37500,45000,65800
Onco Surgery,ONC102,Supraomohyoid neck dissection - Bilateral (Onco),24200,29500,37500,45000,65800
Onco Surgery,ONC103,Thoracotomy,24200,29500,37500,45000,65800
Onco Surgery,ONC104,Thyroidectomy - Total / Completion thyroidectomy (Onco),24200,29500,37500,45000,65800
Onco Surgery,ONC105,Total Parotidectomy (Nerve Preserving) (Onco),24200,29500,37500,45000,65800
Onco Surgery,ONC106,Colectomy - Radical Total  (Onco),27500,33600,42700,51200,74900
Onco Surgery,ONC107,Hepaticojejunostomy  (Onco),27500,33600,42700,51200,74900
Onco Surgery,ONC108,"Liver tumor -Wide excision - single, small /simple  (Onco)",27500,33600,42700,51200,74900
Onco Surgery,ONC109,Pancreatectomy - Partial  (Onco),27500,33600,42700,51200,74900
Onco Surgery,ONC110,Partial Amputation of Penis with bilateral Block dissection  (Onco),27500,33600,42700,51200,74900
Onco Surgery,ONC111,Radical cholecystectomy,28100,34300,43600,52400,52400
Onco Surgery,ONC112,Adrenalectomy - Subtotal  (Onco),30900,37700,48000,57600,93800
Onco Surgery,ONC113,Adrenalectomy - Total  (Onco),30900,37700,48000,57600,93800
Onco Surgery,ONC114,Anterior Resection - High / Abdominoperineal resection (Onco),30900,37700,48000,57600,93800
Onco Surgery,ONC115,Diagnostic thoracoscopy and biopsy,30900,37700,48000,57600,93800
Onco Surgery,ONC116,Gastrectomy - Radical Partial (D2 dissection)  (Onco),30900,37700,48000,57600,93800
Onco Surgery,ONC117,Radical/ Modified Neck Dissection (Bilateral)  (Onco),30900,37700,48000,57600,93800
Onco Surgery,ONC118,Retroperitoneal Lymph Node Dissection  (Onco),30900,37700,48000,57600,93800
Onco Surgery,ONC119,Soft tissue tumor excision (central) - Medium  (Onco),30900,37700,48000,57600,93800
Onco Surgery,ONC120,Thyroidectomy with neck dissection level II-IV  (Onco),30900,37700,48000,57600,93800
Onco Surgery,ONC121,Anterior Resection - Low (Onco),34500,42100,53500,64200,98200
Onco Surgery,ONC122,Gastrectomy- Radical Subtotal (D2) (Onco)LAP/OPEN,34500,42100,53500,64200,98200
Onco Surgery,ONC123,Liver tumor - Wide excision - large tumor / complex resection (Onco),34500,42100,53500,64200,98200
Onco Surgery,ONC124,Nephrectomy - Radical (Onco),34500,42100,53500,64200,98200
Onco Surgery,ONC125,Retroperitoneal Tumor Excision - large (Onco),34500,42100,53500,64200,98200
Ophthalmology,OPT01,"Anterior Chamber Wash/Reformation
",6200,7600,9700,11600,17000
Ophthalmology,OPT02,Aspiration of cyst (superficial),1000,1300,1600,1900,2700
Ophthalmology,OPT03,Biometry(opthal),1000,1300,1600,1900,2700
Ophthalmology,OPT04,Blepharoplasty,7500,9200,11700,14000,20400
Ophthalmology,OPT05,Buccal Removal,3000,3600,4600,5500,8000
Ophthalmology,OPT06,Cataract Surgery - Phacoemulsification,11900,14600,18500,22200,32400
Ophthalmology,OPT07,Cataract Surgery - SICS (Small Incision cataract Surgery),9500,11500,14700,17600,25700
Ophthalmology,OPT08,Cataract Surgery- ECCE,10600,13000,16500,19800,28900
Ophthalmology,OPT09,Chalazion (Opthal),1500,1900,2400,2800,4100
Ophthalmology,OPT10,Chalazion I & C,3000,3600,4600,5500,8000
Ophthalmology,OPT11,Water Drinking Test,700,900,1100,1200,1700
Ophthalmology,OPT12,YAG Capsulotomy (opthal),2300,2800,3500,4300,6200
Ophthalmology,OPT13,Chemical Cacuterization,700,900,1100,1200,1700
Ophthalmology,OPT14,Conjunctival Flapping,3000,3600,4600,5500,8000
Ophthalmology,OPT15,Contact Lens Trial (Opthal),700,900,1100,1200,1700
Ophthalmology,OPT16,Cornea scleral perforation repair,22000,26800,34100,40900,59800
Ophthalmology,OPT17,Corneal Foreign Body Removal – OT,2300,2800,3500,4300,6200
Ophthalmology,OPT18,Corneal Foreign Body Removal-OPD,700,900,1100,1200,1700
Ophthalmology,OPT19,Corneal Grafting (Ophthal),12800,15700,19900,23900,34900
Ophthalmology,OPT20,Corneal scraping,400,500,700,800,1200
Ophthalmology,OPT21,Cyclocrypexy,3500,4300,5400,6500,9500
Ophthalmology,OPT22,Dacryocystorhinostomy / Cystectomy,9500,11500,14700,17600,25700
Ophthalmology,OPT23,Diurnal variation + Admission,1500,1900,2400,2800,4100
Ophthalmology,OPT24,Drainage Lactimal Abscess,1500,1900,2400,2800,4100
Ophthalmology,OPT25,Drainage Lid Abscess (Opthal),1500,1900,2400,2800,4100
Ophthalmology,OPT26,Dressing (Opthal),400,500,700,800,1200
Ophthalmology,OPT27,Ectropion,7500,9200,11700,14000,20400
Ophthalmology,OPT28,Electrolysis (Opthal),1000,1300,1600,1900,2700
Ophthalmology,OPT29,Entropion,5700,7000,8800,10600,15500
Ophthalmology,OPT30,Entropion / Ectropion with Grafting,10600,13000,16500,19800,28900
Ophthalmology,OPT31,Enucleation,9500,11500,14700,17600,25700
Ophthalmology,OPT32,Epicanthus,7500,9200,11700,14000,20400
Ophthalmology,OPT33,Epicanthus with Telecanthus correction (Trans Nasal Wiring),15600,19100,24300,29000,42400
Ophthalmology,OPT34,Evisceration,6200,7600,9700,11600,17000
Ophthalmology,OPT35,Examination Under GA,1800,2300,2900,3400,5000
Ophthalmology,OPT36,Exenteration,12800,15700,19900,23900,34900
Ophthalmology,OPT37,Expression of  Concretions,400,500,700,800,1200
Ophthalmology,OPT38,Filament removal,400,500,700,800,1200
Ophthalmology,OPT39,Fluorescein Angioscopy,1000,1300,1600,1900,2700
Ophthalmology,OPT40,Fundus Photograhy,1000,1300,1600,1900,2700
Ophthalmology,OPT41,Glaucoma surgery/ Trabeculectomy,10600,13000,16500,19800,28900
Ophthalmology,OPT42,Glaucoma Valve Surgery,11900,14600,18500,22200,32400
Ophthalmology,OPT43,Gonoisocpy,400,500,700,800,1200
Ophthalmology,OPT44,Indirect opthalmoscopy,400,500,700,800,1200
Ophthalmology,OPT45,Intracular Foreign Body Removal,12800,15700,19900,23900,34900
Ophthalmology,OPT46,Intravitreal Injection (Opthal),2300,2800,3500,4300,6200
Ophthalmology,OPT47,Intravitreal injection of AVASTIN,3000,3600,4600,5500,8000
Ophthalmology,OPT48,Iridectomy (Ophthal),6200,7600,9700,11600,17000
Ophthalmology,OPT49,Laser Photocoagulation per sitting eye,2300,2800,3500,4300,6200
Ophthalmology,OPT50,Laser Prophylaxix,2300,2800,3500,4300,6200
Ophthalmology,OPT51,Lensectomy,12800,15700,19900,23900,34900
Ophthalmology,OPT52,Lid Injuring Repair - Major Injury,13800,16800,21300,25600,37400
Ophthalmology,OPT53,Lid Injuring Repair - Minor Inury,9500,11500,14700,17600,25700
Ophthalmology,OPT54,Lid Tumours Excision & Repair with skin / Mucosal Grafting or Flap Construction,12800,15700,19900,23900,34900
Ophthalmology,OPT55,Lid Tumours Excision & Repair without Grafting & Flaps,7500,9200,11700,14000,20400
Ophthalmology,OPT56,Orbitotomy,18400,22400,28500,33800,49400
Ophthalmology,OPT57,Orthoptic exercises - Additional sitting,400,500,700,800,1200
Ophthalmology,OPT58,Orthoptic or convergence exercise (full course 10 sitting),1000,1300,1600,1900,2700
Ophthalmology,OPT59,Othoptic Exercises (Max. 10 Sitting),1000,1300,1600,1900,2700
Ophthalmology,OPT60,Perforating injuries of Cornea,9500,11500,14700,17600,25700
Ophthalmology,OPT61,Perforating injuries of the Cornea & Sclera,11900,14600,18500,22200,32400
Ophthalmology,OPT62,Peripheral Iridotomy Laser (Opthal),3000,3600,4600,5500,8000
Ophthalmology,OPT63,Phakic IOL Implantation,13800,16800,21300,25600,37400
Ophthalmology,OPT64,Probing & Syringing (Bilateral),1800,2300,2900,3400,5000
Ophthalmology,OPT65,Probing & Syringing (Unilateral),1000,1300,1600,1900,2700
Ophthalmology,OPT66,PRP (Both eye maxium 4 sittings),13800,16800,21300,25600,37400
Ophthalmology,OPT67,PRP (Both eyes ) - 4 sitting,12800,15700,19900,23900,34900
Ophthalmology,OPT68,PRP (Each eye 1 sitting),2300,2800,3500,4300,6200
Ophthalmology,OPT69,PRP One Eye (maximum 4 sittings),6200,7600,9700,11600,17000
Ophthalmology,OPT70,Pterygium,3000,3600,4600,5500,8000
Ophthalmology,OPT71,Pterygium with conjunctival grafting,3500,4300,5400,6500,9500
Ophthalmology,OPT72,Ptosis - Fascia Lata Sling,12800,15700,19900,23900,34900
Ophthalmology,OPT73,Ptosis – Fasenella,6200,7600,9700,11600,17000
Ophthalmology,OPT74,Ptosis - LPS resection,11900,14600,18500,22200,32400
Ophthalmology,OPT75,Punctal - occlusion,2300,2800,3500,4300,6200
Ophthalmology,OPT76,Repair of Lacrimal Canaliculi,10600,13000,16500,19800,28900
Ophthalmology,OPT77,Repair of Lid Coloboma with skin / Mucosal Grafting or flap construction,12800,15700,19900,23900,34900
Ophthalmology,OPT78,Repair of Lid Coloboma without Grafting & Flaps,7500,9200,11700,14000,20400
Ophthalmology,OPT79,Repair of Lid Injuries,7500,9200,11700,14000,20400
Ophthalmology,OPT80,Retina Cyclocryotherapy & ARC,3500,4300,5400,6500,9500
Ophthalmology,OPT81,Retinal Surgery (ophthal),12800,15700,19900,23900,34900
Ophthalmology,OPT82,Retinocryopexy,3500,4300,5400,6500,9500
Ophthalmology,OPT83,ROP Laser Barrage-One Eye,3500,4300,5400,6500,9500
Ophthalmology,OPT84,Schirmer s test Ph,400,500,700,800,1200
Ophthalmology,OPT85,Schirmers Test,400,500,700,800,1200
Ophthalmology,OPT86,Silicon Oil Removal,4000,4900,6300,7500,11000
Ophthalmology,OPT87,Socket Surgery Mucus membrane/Dermis fat graft,9500,11500,14700,17600,25700
Ophthalmology,OPT88,Squint Vertical Muscle,12800,15700,19900,23900,34900
Ophthalmology,OPT89,Squint work Up (Opthal),700,900,1100,1200,1700
Ophthalmology,OPT90,Stye I & D,700,900,1100,1200,1700
Ophthalmology,OPT91,Subconjunctival injection (Optho),400,500,700,800,1200
Ophthalmology,OPT92,Subtenons Injection,700,900,1100,1200,1700
Ophthalmology,OPT93,Sutur removal (Corneo-scleral),700,900,1100,1200,1700
Ophthalmology,OPT94,Symblephron Release,6200,7600,9700,11600,17000
Ophthalmology,OPT95,Syringing,400,500,700,800,1200
Ophthalmology,OPT96,Syringing & Probing (Opthal),3500,4300,5400,6500,9500
Ophthalmology,OPT97,Tarsorrhaphy - Permanent,10600,13000,16500,19800,28900
Ophthalmology,OPT98,Tarsorrhaphy – Temporary,3000,3600,4600,5500,8000
Ophthalmology,OPT99,Three mirror examination,400,500,700,800,1200
Ophthalmology,OPT100,Visual Field Examination 30-2 (Opthal),1000,1300,1600,1900,2700
Ophthalmology,OPT101,Vitreo-Retinal Surgery,13800,16800,21300,25600,37400
Orthopedics,OR01,Abcess Drainage - Small (Ortho),800,1000,1200,1400,1700
Orthopedics,OR02,Abscess drainage – Large,1600,1900,2500,3100,4100
Orthopedics,OR03,AC Joint (Isolated) - ORIF,13300,16200,21000,26400,34900
Orthopedics,OR04,ACL / PCL Reconstruction -Knee Joint (Arthroscopic),25900,31600,41100,51300,68100
Orthopedics,OR05,Adductor tenotomy- open-Hip,5300,6500,8300,10400,13700
Orthopedics,OR06,Adductor tenotomy-percutaneus –Hip,3700,4500,5700,7100,9500
Orthopedics,OR07,Amputation - Aboveknee / Abovelbow,14200,17300,22500,28100,37400
Orthopedics,OR08,Amputation - Forearm / Leg/ Symes/mid foot,9800,12000,15400,19400,25700
Orthopedics,OR09,AMPUTATION - MULTIPLE TOES,5300,6500,8300,10400,13700
Orthopedics,OR10,Amputation - Single digit Hand/ Foot,4200,5100,6600,8300,11000
Orthopedics,OR11,External Fixation - Femou / femou /Crush Hand,11000,13400,17500,21900,28900
Orthopedics,OR12,External Fixation- Femur / Humerus / Forearm/Elbow,9800,12000,15400,19400,25700
Orthopedics,OR13,EXTERNAL FIXATOR - CLUB FOOT,17500,21300,27700,34700,46100
Orthopedics,OR14,EXTERNAL FIXATOR - PELVIS,14200,17300,22500,28100,37400
Orthopedics,OR15,External Fixator application -Tibia/Fibula/Femur / Humerus / Forearm/Elbow,9800,12000,15400,19400,25700
Orthopedics,OR16,External Fixator wire (llizarov) adjustment,3100,3800,4900,6100,8000
Orthopedics,OR17,External Fixtor Removal / llizarov removal / Multiple Wires,3700,4500,5700,7100,9500
Orthopedics,OR18,Facetal injection –Spine / Epidural Injection (Ortho),3100,3800,4900,6100,8000
Orthopedics,OR19,Fasciotomy - Lower Limb,9800,12000,15400,19400,25700
Orthopedics,OR20,Fig of 8 bandage (Ortho),700,800,1000,1300,1700
Orthopedics,OR21,Amputation -Below Knee/Below Elbow,11000,13400,17500,21900,28900
Orthopedics,OR22,FRACTURE - CALCANEUM  / TALUS,14200,17300,22500,28100,37400
Orthopedics,OR23,Fracture femoral neck - MUA & Internal Fixation,18800,22900,29600,37100,49400
Orthopedics,OR24,Fracture Femoral Neck open reduction & Nailing,22800,27800,36100,45100,59800
Orthopedics,OR25,Ganglion - Foot,5300,6500,8300,10400,13700
Orthopedics,OR26,Ganglion –Wrist,3100,3800,4900,6100,8000
Orthopedics,OR27,Girdlestone-Hip /Excision Arthroplasty –Elbow/ Hip,14200,17300,22500,28100,37400
Orthopedics,OR28,Grice fusion- Ankle,9800,12000,15400,19400,25700
Orthopedics,OR29,Hallus valgus surgery- Foot / Bunion,7800,9600,12300,15400,20400
Orthopedics,OR30,Halo / Cx traction / Skeletal Traction application HALO,5800,7100,9400,11600,15500
Orthopedics,OR31,Hammer toe correction / Mallet Toe,5300,6500,8300,10400,13700
Orthopedics,OR32,Amputation -Hand (>2 fingers),9800,12000,15400,19400,25700
Orthopedics,OR33,Hemiarthroplasty –Shoulder/Hip,25900,31600,41100,51300,68100
Orthopedics,OR34,Hemiepiphysiodesis,18800,22900,29600,37100,49400
Orthopedics,OR35,Hemipelvectomy,51700,63000,82000,102400,136100
Orthopedics,OR36,Ilizarov bone transport for gap Non union - Long Bone,29100,35500,46100,57500,76500
Orthopedics,OR37,Ilizharov procedures-Humerus / Forearm /Tibia/Fibula,17500,21300,27700,34700,46100
Orthopedics,OR38,Ilizharov/ Fixator modifications-Tibia/Fibula,5300,6500,8300,10400,13700
Orthopedics,OR39,"Implant  removal (wire,Screw)Under GA/LA",3100,3800,4900,6100,8000
Orthopedics,OR40,Incision & Drainage of Abscess MEDIUM,1000,1300,1700,2100,2700
Orthopedics,OR41,INFECTED NON UNION MINOR BONES (WITH AO),16000,19600,25500,31900,42400
Orthopedics,OR42,INTERLOCK NAIL REMOVAL,7800,9600,12300,15400,20400
Orthopedics,OR43,Anterior approach and ORIF 2 levels - Spine,51700,63000,82000,102400,136100
Orthopedics,OR44,Interlock nailing - Femur / Humerus,22800,27800,36100,45100,59800
Orthopedics,OR45,Interlock nailing- Tibia/Fibula,18800,22900,29600,37100,49400
Orthopedics,OR46,Intra-articular Injection- Knee/ Ankle/ Wrist/ Shoulder/ Elbow,1600,1900,2500,3100,4100
Orthopedics,OR47,Jones for 1st MT drop,9800,12000,15400,19400,25700
Orthopedics,OR48,K Nail / V Nail/ Square Nail removal,5800,7100,9400,11600,15500
Orthopedics,OR49,K wire fixation in  closed fracture- Foot (>4),9800,12000,15400,19400,25700
Orthopedics,OR50,K wire fixation in  closed fracture- Foot (3-4),6400,7800,10200,12800,17000
Orthopedics,OR51,K wire fixation in  closed fracture- Foot/hand/finger (1-2),3100,3800,4900,6100,8000
Orthopedics,OR52,K wire removal (OPD) >2,1000,1300,1700,2100,2700
Orthopedics,OR53,K wire removal (OPD) 2,700,800,1000,1300,1700
Orthopedics,OR54,Anterior approach and ORIF more than 2 levels - Spine,56800,69200,90100,112600,161700
Orthopedics,OR55,k-wire removal Under GA,3100,3800,4900,6100,8000
Orthopedics,OR56,Lacerated wound Repair/ Suturing - (5 to 10 sutures),1000,1300,1700,2100,2700
Orthopedics,OR57,Laminectomy – 1 or 2 Level –Spine,25900,31600,41100,51300,68100
Orthopedics,OR58,Laminectomy - more than 3 livels -Spine,32400,39500,51300,64100,85300
Orthopedics,OR59,latarjet procedure,18800,22900,29600,37100,49400
Orthopedics,OR60,LCS decompression & Fusion (>2Levels),32400,39500,51300,64100,85300
Orthopedics,OR61,Ligament reconstruction for carpal unstabilities –Wrist,18800,22900,29600,37100,49400
Orthopedics,OR62,Limb lengthening-Tibia/Fibula/ femur,25900,31600,41100,51300,68100
Orthopedics,OR63,LL Fracture Tib. Shaft: Open Red. And Plating,14200,17300,22500,28100,37400
Orthopedics,OR64,LL Fracutre Tib. Shaft Inter Locking Nailing WITH FRACTURE FIBULA,14200,17300,22500,28100,37400
Orthopedics,OR65,Anterolateral decompression – spine with fixation,29100,35500,46100,57500,76500
Orthopedics,OR66,Lumbar Canal Stenosis - Upto 2 levels release (Decompression & Fusion),25900,31600,41100,51300,68100
Orthopedics,OR67,Lumbar puncture (Ortho),2400,2900,3800,4700,6200
Orthopedics,OR68,Major Soft tissue  release - Hip,12400,15100,19600,24400,32400
Orthopedics,OR69,Mallet finger repair /  fixation,5300,6500,8300,10400,13700
Orthopedics,OR70,Malunion correction- Ankle (SUPRAMEDULLAR OSTEOTOMY),22800,27800,36100,45100,59800
Orthopedics,OR71,Malunion correction with ORIF-Tibia/Fibula,22800,27800,36100,45100,59800
Orthopedics,OR72,MALUNION CORRECTION WITH PLATE,22800,27800,36100,45100,59800
Orthopedics,OR73,Manipulaiton for Pulled Elbow,700,800,1000,1300,1700
Orthopedics,OR74,Medial Lateral Collateral Ligment Recontruction,9800,12000,15400,19400,25700
Orthopedics,OR75,Medial Patellofemoral Ligament (MPFL) Repair/Reconstruction,14200,17300,22500,28100,37400
Orthopedics,OR76,Arthrodesis Ankle / Elbow /Subtalar,13300,16200,21000,26400,34900
Orthopedics,OR77,MENISCAL EXCISION / REMOVAL OF LOOSE BODY,14200,17300,22500,28100,37400
Orthopedics,OR78,MENISCAL REPAIR,22800,27800,36100,45100,59800
Orthopedics,OR79,Meniscectomy ,14200,17300,22500,28100,37400
Orthopedics,OR80,Minor Suturing (2 to 5 stures),700,800,1000,1300,1700
Orthopedics,OR81,MTP JOINT ARTHRODESIS,7800,9600,12300,15400,20400
Orthopedics,OR82,MUA - FRACTURE ANKLE,5800,7100,9400,11600,15500
Orthopedics,OR83,MUA - Fracture Femur in child,7800,9600,12300,15400,20400
Orthopedics,OR84,MUA - HIP,5300,6500,8300,10400,13700
Orthopedics,OR85,MUA - Hip / Knee joint for deslocation / stiffness,6400,7800,10200,12800,17000
Orthopedics,OR86,MUA & K- wire Fixation - Forearm \ Tibia \Fibula,11000,13400,17500,21900,28900
Orthopedics,OR87,Arthrodesis- Knee Joint,17500,21300,27700,34700,46100
Orthopedics,OR88,MUA & Pinning - Shoulder /Hip,6400,7800,10200,12800,17000
Orthopedics,OR89,MUA CARPAL / PERICARPA,3700,4500,5700,7100,9500
Orthopedics,OR90,MUA for deslocation supracondylar  fracture - Elbow,3700,4500,5700,7100,9500
Orthopedics,OR91,MUA Forearam / Distal Radius - External Fixtor,7800,9600,12300,15400,20400
Orthopedics,OR92,MUA –Shoulder / Humerus/ Ankle / Foot,5300,6500,8300,10400,13700
Orthopedics,OR93,MUA –Wrist / Distal radius/ Radius/ Small bones/ Hand/ Foot,3700,4500,5700,7100,9500
Orthopedics,OR94,Multiple tendon transfer-STS,25900,31600,41100,51300,68100
Orthopedics,OR95,Nail dynamization -Tibia/Fibula/Femur/Humerus,3100,3800,4900,6100,8000
Orthopedics,OR96,NAILING WITH BONE GRAFTING - NON UNION TIBIA,18800,22900,29600,37100,49400
Orthopedics,OR97,Nerve repair-STS (Single),14200,17300,22500,28100,37400
Orthopedics,OR98,Arthrodesis –Wrist,11000,13400,17500,21900,28900
Orthopedics,OR99,Nerve Tranposition,9800,12000,15400,19400,25700
Orthopedics,OR100,Non union ORIF with bone grafting –Clavicle,18800,22900,29600,37100,49400
Orthopedics,OR101,Non union Shaft – Femur / Both Bones Forearm,25900,31600,41100,51300,68100
Orthopedics,OR102,Non union Shaft without Grafting – Femur / Both Bones Forearm / Humerus,25900,31600,41100,51300,68100
Orthopedics,OR103,Old neglected dislocation surgery –Elbow / Shoulder / Hip,22800,27800,36100,45100,59800
Orthopedics,OR104,OPEN Biopsy –Pelvis / Hip,12400,15100,19600,24400,32400
Orthopedics,OR105,Open biopsy-Femur/shoulder/soft tissue/Knee,2000,2300,2800,3200,3500
Orthopedics,OR106,Open meniscectomy/ Ligament reconstruction (knee),11000,13400,17500,21900,28900
Orthopedics,OR107,Open reduction dislocation –Hip,17500,21300,27700,34700,46100
Orthopedics,OR108,Open reduction dislocation- Knee Joint,14200,17300,22500,28100,37400
Orthopedics,OR109,ARTHROSCOPIC ACL / PCL RECONSTRUCTION ( KNEE),25900,31600,41100,51300,68100
Orthopedics,OR110,Open reduction in fracture dislocation- Foot,11000,13400,17500,21900,28900
Orthopedics,OR111,ORIF -  Lateral Malleolus / Medial Malleolous,11000,13400,17500,21900,28900
Orthopedics,OR112,ORIF - ankle/knee/Foot/Hand/tibia/Fibula/Hip,12400,15100,19600,24400,32400
Orthopedics,OR113,ORIF - Distal Radius,14200,17300,22500,28100,37400
Orthopedics,OR114,ORIF - Galeassi/M/D R-F/B M - P F / S B / A C Joints,14200,17300,22500,28100,37400
Orthopedics,OR115,ORIF - Hand/Elbow/Forearm,11000,13400,17500,21900,28900
Orthopedics,OR116,ORIF - Olecranon,11000,13400,17500,21900,28900
Orthopedics,OR117,ORIF - Pelvic & Acetabular Fracture,29100,35500,46100,57500,76500
Orthopedics,OR118,ORIF - SINGLE BONE - FOREARM,9800,12000,15400,19400,25700
Orthopedics,OR119,ORIF-  Supracondylar – Humerus / Intercondylar humerus - SUPRA,14200,17300,22500,28100,37400
Orthopedics,OR120,Arthroscopic capsular release( Shoulder),17500,21300,27700,34700,46100
Orthopedics,OR121,ORIF-  Supracondylar – Humerus / Intercondylar humerus -INTER,17500,21300,27700,34700,46100
Orthopedics,OR122,ORIF Both Bones -Forearm,14200,17300,22500,28100,37400
Orthopedics,OR123,ORIF DOUBLE COLUMN - PELVIS,32400,39500,51300,64100,85300
Orthopedics,OR124,ORIF Fracture / Dislocation Finger / small Bones,5800,7100,9400,11600,15500
Orthopedics,OR125,ORIF multiple small bones,9800,12000,15400,19400,25700
Orthopedics,OR126,ORIF patella,11000,13400,17500,21900,28900
Orthopedics,OR127,ORIF –Shoulder /  HUMERUS,18800,22900,29600,37100,49400
Orthopedics,OR128,ORIF single column –Pelvis,18800,22900,29600,37100,49400
Orthopedics,OR129,ORIF with Bone Grafting - Small Bones of Hand & Foot,13300,16200,21000,26400,34900
Orthopedics,OR130,Osteotomy- Ankle,11000,13400,17500,21900,28900
Orthopedics,OR131,Arthroscopic Debridement,14200,17300,22500,28100,37400
Orthopedics,OR132,Osteotomy Metatarsal/ Tarsal – Foot - Multiple,12400,15100,19600,24400,32400
Orthopedics,OR133,Osteotomy Metatarsal/ Tarsal – Foot - Single,7800,9600,12300,15400,20400
Orthopedics,OR134,Osteotomy-Tibia/Fibula/HTO,16000,19600,25500,31900,42400
Orthopedics,OR135,Paronychia - I & D (Ortho),1000,1300,1700,2100,2700
Orthopedics,OR136,Patellectomy,11000,13400,17500,21900,28900
